song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Andhaala Bommanu,L.R. Eswari,/artist/lr-eswari-2,04:09,Telugu,2017-12-01,0.16,0.814,0.189,0.835,-2.878,0.014,139.969,1,1,0.0245,4,76,2108156,Sad
Neevu Raavu Nidura Radu,P. Susheela,/artist/p-suseela-2,03:49,Telugu,2017-11-10,0.13,0.17,0.811,0.419,-5.089,0.084,151.277,0,11,0.065,4,28,5484274,Energetic
Paahi Hare Pari Paahi Hare,Madhavapeddi Satyam,/artist/madhavapeddi-satyam,01:21,Telugu,2017-11-08,0.22,0.015,0.985,0.758,-9.282,0.06,150.004,0,11,0.023,4,29,856591,Energetic
Saamajavaragamana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:03,Telugu,2017-11-07,0.76,0.525,0.766,0.664,-13.735,0.064,149.523,0,10,0.0367,4,62,8126201,Happy
Kutumbam Ummadi Kutumbam,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,03:01,Telugu,2017-11-07,0.38,0.672,0.966,0.53,-8.425,0.0259,150.02,1,1,0.011,4,88,7605386,Sad
Vasthaanannaavu,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,06:15,Telugu,2017-11-06,0.79,0.06,0.163,0.364,-6.946,0.037,149.685,1,1,0.003,4,75,2835105,Happy
Kulam Kulam Ani,S.P.Charan,/artist/spcharan,03:39,Telugu,2017-11-05,0.1,0.207,0.862,0.919,-11.167,0.069,150.049,0,10,0.0571,4,83,8704660,Happy
Abhisheka Samayaana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:39,Telugu,2017-11-05,0.41,0.651,0.084,0.299,-8.709,0.09,140.042,0,0,0.0057,4,64,885684,Sad
Jonnaceloo,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:43,Telugu,2017-11-05,0.7,0.986,0.571,0.359,-11.814,0.02,150.026,1,6,0.046,4,44,346295,Sad
Devudu Ledani,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:11,Telugu,2017-11-04,0.64,0.028,0.751,0.969,-3.957,0.09,150.126,1,1,0.058,4,71,5601163,Energetic
Goodu Okkate,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:23,Telugu,2017-11-04,0.49,0.323,0.371,0.502,-9.863,0.053,174.037,0,5,0.047,4,60,5964409,Sad
Manchi Roju Vasthundhi,Ghanatasala|P. Susheela|Chorus,/artist/ghanatasala|/artist/p-suseela-2|/artist/chorus,03:05,Telugu,2017-11-03,0.76,0.642,0.028,0.099,-13.521,0.0454,149.964,0,11,0.05,4,54,7279851,Sad
Padyams Lakshmi Kataksham,Ghanatasala,/artist/ghanatasala,01:52,Telugu,2017-11-03,0.69,0.522,0.174,0.068,-8.611,0.065,144.849,0,2,0.0264,4,78,4000305,Sad
Oka Brundavanam,Vani Jairam,/artist/vani-jayaram,04:26,Telugu,2017-11-03,0.4,0.97,0.786,0.683,-3.076,0.093,138.01,0,6,0.0012,4,54,6189326,Happy
Naasari Neevani,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:25,Telugu,2017-11-02,0.51,0.23,0.772,0.669,-4.624,0.02,174.008,0,6,0.051,4,37,5541473,Happy
Kannu Kannu Chera,S. Janaki,/artist/s-janaki,02:37,Telugu,2017-11-02,0.88,0.34,0.696,0.08,-8.931,0.0192,144.978,1,8,0.0418,4,59,8972994,Happy
Nooti Kokka Manase,Ghanatasala,/artist/ghanatasala,04:04,Telugu,2017-11-01,0.2,0.257,0.233,0.82,-7.195,0.05,174.032,1,8,0.0656,4,45,9415024,Sad
Priyatama Radhika,Ghanatasala,/artist/ghanatasala,04:04,Telugu,2017-11-01,0.3,0.3,0.52,0.52,-9.388,0.1,174.839,1,8,0.0699,4,31,6094953,Sad
Priya Priyathama,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,09:32,Telugu,2017-11-01,0.28,0.686,0.149,0.681,-7.373,0.0244,152.02,1,6,0.028,4,99,4961822,Sad
Virisina Marumalli - Dikkulanu Choochevu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:18,Telugu,2017-10-12,1.0,0.92,0.767,0.591,-4.468,0.027,150.022,1,1,0.09,4,46,2182808,Happy
Jaa Billi Vachhindi Ma,S. P. Balasubrahmanyam|Chandra Mohan,/artist/s-p-balasubrahamanyam|/artist/chandra-mohan,04:28,Telugu,2017-10-12,0.41,0.11,0.588,0.021,-6.709,0.047,149.937,1,9,0.0389,4,96,8958884,Happy
Siri Malli Sogasu,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,04:35,Telugu,2017-10-12,0.19,0.285,0.24,0.267,-3.54,0.032,159.985,1,1,0.06,4,39,3857178,Sad
Ee Thotaku,P. Susheela|S. P. Balasubrahmanyam|Chorus,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam|/artist/chorus,03:31,Telugu,2017-10-11,0.39,0.435,0.921,0.829,-7.999,0.07,175.003,1,8,0.07,4,26,2285003,Energetic
Padhyams,Ghanatasala|P. Susheela|P Leela|S. Varalakshmi,/artist/ghanatasala|/artist/p-suseela-2|/artist/p-leela|/artist/s-varalakshmi-1,19:56,Telugu,2017-10-10,0.39,0.75,0.355,0.72,-2.71,0.077,149.936,1,0,0.0849,4,90,6712095,Sad
Repati Poerulu,S. P. Balasubrahmanyam|Srinivas|S. Janaki|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/srinivas|/artist/s-janaki|/artist/spsailaja,03:19,Telugu,2017-10-10,0.02,0.32,0.045,0.007,-13.963,0.054,139.942,0,5,0.01,4,67,4951906,Sad
Rama Oh Rama,P. Susheela,/artist/p-suseela-2,03:21,Telugu,2017-10-10,0.97,0.57,0.946,0.565,-5.849,0.01,173.994,0,0,0.0121,4,39,10516820,Happy
Aalanaga Palanaga,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,04:43,Telugu,2017-10-08,0.4,0.16,0.143,0.379,-7.463,0.07,150.01,1,2,0.0928,4,82,576025,Sad
"Handel: Organ Concerto No.4 in F, Op.4 No.4  HWV 292 - Allegro",Ulrich Bremsteller|Stuttgarter Kammerorchester|Karl M|uuml|nchinger,/artist/ulrich-bremsteller|/artist/stuttgarter-kammerorchester|/artist/karl-m|/artist/uuml|/artist/nchinger,04:38,Telugu,2017-10-08,0.69,0.421,0.328,0.61,-4.071,0.0848,169.998,0,7,0.0649,4,34,9636077,Sad
Seetha Koka Chilaka,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:29,Telugu,2017-10-07,0.85,0.56,0.94,0.69,-2.339,0.061,152.632,1,8,0.06,4,39,3202818,Energetic
O Jaabili (Duet),S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:23,Telugu,2017-10-06,0.54,0.588,0.406,0.025,-8.268,0.0074,149.919,0,11,0.02,4,25,9877567,Sad
Asathoma Sadhgamaya,N.T. Rama Rao,/artist/nt-rama-rao-9,36:18:00,Telugu,2017-10-06,0.78,0.853,0.44,0.997,-13.762,0.0399,150.01,1,6,0.067,4,94,548400,Sad
Angaanga Veeraangame,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:41,Telugu,2017-10-06,0.94,0.56,0.111,0.469,-8.06,0.044,137.997,0,11,0.03,4,93,9542699,Sad
Gunna Maamidi,S. Janaki,/artist/s-janaki,04:29,Telugu,2017-10-04,0.45,0.82,0.143,0.569,-12.785,0.0322,147.032,0,3,0.0191,4,67,9206215,Sad
Illage Illage,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:22,Telugu,2017-10-04,0.53,0.02,0.039,0.275,-9.877,0.007,145.982,1,1,0.05,4,36,3706291,Sad
Kannela Valapula,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,05:28,Telugu,2017-10-03,0.5,0.215,0.491,0.368,-5.002,0.08,174.016,1,8,0.043,4,49,7068892,Sad
Vooru Vaadanavvithe Navvindi,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:26,Telugu,2017-10-03,0.18,0.71,0.566,0.745,-3.781,0.0335,145.259,0,3,0.0769,4,77,83157,Sad
Kaapari Oh Kaapari,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:43,Telugu,2017-10-03,0.27,0.39,0.834,0.324,-3.59,0.05,175.14,0,4,0.037,4,59,9248396,Happy
Bandi A1 Model,Madhavapeddi Ramesh|Vinjamuri Krishna Murthy,/artist/madhavapeddi-ramesh|/artist/vinjamuri-krishna-murthy,04:21,Telugu,2017-10-01,0.0,0.61,0.898,0.064,-5.2,0.04,174.03,1,2,0.03,4,47,5805787,Energetic
Okanaati Maata Kadhu,V. Ramakrishna|P. Susheela,/artist/v-ramakrishna-2|/artist/p-suseela-2,03:18,Telugu,2017-09-12,0.82,0.577,0.051,0.967,-2.527,0.069,145.024,0,10,0.0434,4,53,9164423,Sad
Buli Buliyerrani Buggala,Ghanatasala,/artist/ghanatasala,03:56,Telugu,2017-09-11,0.26,0.2,0.241,0.285,-9.551,0.03,144.915,1,1,0.0958,4,36,10473103,Sad
Godaka Chevulunteno,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:17,Telugu,2017-09-11,0.47,0.413,0.943,0.782,-3.685,0.017,174.988,0,2,0.05,4,70,9974619,Energetic
Kuluku Nadakula,Ghanatasala|Chorus,/artist/ghanatasala|/artist/chorus,02:58,Telugu,2017-09-10,0.76,0.132,0.603,0.098,-4.389,0.03,175.041,0,1,0.005,4,64,10905769,Happy
Gayopakyanamu Part 4,Anumolu Venkata Subba Rao|Amarapu Satyanarayana|M. Krishnamurthy,/artist/anumolu-venkata-subba-rao-3|/artist/amarapu-satyanarayana|/artist/m-krishnamurthy,06:57,Telugu,2017-09-07,0.23,0.3,0.364,0.65,-9.397,0.05,173.974,1,1,0.0587,4,80,368724,Sad
Raasanu Premalekahalu,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,05:13,Telugu,2017-09-07,0.65,0.72,0.875,0.186,-5.169,0.0,144.826,0,5,0.0138,4,65,2358620,Happy
Sanna Jaji Theeveloi,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,03:28,Telugu,2017-09-06,0.91,0.818,0.269,0.479,-10.808,0.0543,140.007,1,2,0.0,4,95,6575253,Sad
Kaluvaku Chandrudu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:21,Telugu,2017-09-04,0.78,0.75,0.225,0.797,-4.857,0.0838,149.992,1,7,0.08,4,69,6388475,Sad
Rama Raghurama Yennallu Vechenu,Ghanatasala,/artist/ghanatasala,04:27,Telugu,2017-09-04,0.03,0.82,0.96,0.956,-5.055,0.082,149.996,0,11,0.081,4,79,10090377,Happy
Nammaraadu Asale Nammaraadu,Chittaranjan Deb,/artist/chittaranjan-deb-1,03:48,Telugu,2017-09-04,0.33,0.061,0.14,0.573,-2.89,0.069,174.879,0,1,0.0298,4,87,1951439,Sad
Ee Vela Padenu,P. Susheela,/artist/p-suseela-2,04:47,Telugu,2017-09-04,0.22,0.44,0.684,0.134,-9.572,0.1,173.921,1,8,0.064,4,55,3430351,Sad
Hey Dayaanidhe,Ghanatasala,/artist/ghanatasala,02:38,Telugu,2017-09-04,0.16,0.13,0.646,0.403,-12.341,0.0666,140.074,1,1,0.03,4,53,112566,Happy
Yedho Yedho Annadi,V. Ramakrishna,/artist/v-ramakrishna-2,03:54,Telugu,2017-09-03,0.84,0.22,0.432,0.692,-4.385,0.0365,150.302,1,9,0.01,4,50,6188455,Happy
Chilaka Kottudu,S. P. Balasubrahmanyam|P Suhseela,/artist/s-p-balasubrahamanyam|/artist/p-suhseela,04:02,Telugu,2017-09-03,0.36,0.34,0.294,0.79,-11.217,0.0819,149.89,1,1,0.0479,4,97,2411119,Sad
Parugulu Teese Vaya Sunte,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:14,Telugu,2017-09-03,0.32,0.86,0.165,0.366,-4.282,0.03,174.007,1,8,0.1,4,28,2639573,Sad
Kanuleevela Chilipiga,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:21,Telugu,2017-09-03,0.18,0.12,0.166,0.467,-6.222,0.059,149.976,1,1,0.003,4,53,10862787,Sad
Vela Yerigina Dora Unte,Vani Jairam|P. Susheela,/artist/vani-jayaram|/artist/p-suseela-2,08:51,Telugu,2017-09-03,0.85,0.562,0.048,0.958,-2.726,0.0408,150.06,1,9,0.05,4,33,308706,Sad
O Basthi Doragaru,B. Vasantha|Basaveshwar,/artist/b-vasantha-1|/artist/basaveshwar-3,02:42,Telugu,2017-09-02,0.07,0.87,0.25,0.147,-12.06,0.028,174.057,1,2,0.0698,4,67,3514381,Sad
Padhyams,Ghanatasala,/artist/ghanatasala,04:47,Telugu,2017-08-12,0.17,0.627,0.465,0.52,-2.859,0.0253,140.09,0,1,0.038,4,100,1293532,Sad
Samayaniki Tagumatalu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:04,Telugu,2017-08-12,0.69,0.42,0.053,0.065,-4.871,0.04,144.973,0,5,0.1,4,87,277794,Sad
Raayanti Naa Mogudu,L.R. Eswari,/artist/lr-eswari-2,04:08,Telugu,2017-08-11,0.74,0.496,0.761,0.882,-9.407,0.04,140.074,0,1,0.075,4,94,11218803,Happy
Madhuvanilo Radhikavo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:37,Telugu,2017-08-11,0.89,0.93,0.806,0.33,-12.778,0.014,172.044,0,7,0.05,4,38,9047909,Sad
Muddhuke Muddhoche,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:35,Telugu,2017-08-09,0.9,0.929,0.513,0.883,-10.66,0.03,149.965,0,1,0.034,4,32,5521898,Sad
Ee Roje Aadhivaaramu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:38,Telugu,2017-08-09,0.32,0.97,0.317,0.098,-9.276,0.0223,173.982,1,10,0.02,4,74,8367190,Sad
Nuvvu Nenu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:08,Telugu,2017-08-09,0.89,0.45,0.386,0.45,-10.734,0.051,150.042,1,1,0.0527,4,67,5683244,Sad
Sakhiprana,Sri Vidya|M.L. Vasanthakumari|K.N. Dhandayuthapani Pillai,/artist/sri-vidya|/artist/ml-vasanthakumari|/artist/kn-dhandayuthapani-pillai-6,03:43,Telugu,2017-08-08,0.45,0.256,0.456,0.172,-6.93,0.0492,174.943,0,5,0.03,4,48,7807042,Sad
Suvvi Suvvi,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,05:42,Telugu,2017-08-07,0.73,0.88,0.236,0.716,-4.072,0.029,141.996,1,1,0.002,4,100,5724574,Sad
Gopilola,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,01:11,Telugu,2017-08-06,0.02,0.06,0.174,0.948,-8.418,0.0213,145.998,0,1,0.09,4,60,7248123,Sad
Mabbula Chaatuna Chandrunila,L.R. Eswari,/artist/lr-eswari-2,02:45,Telugu,2017-08-06,0.48,0.2,0.265,0.737,-5.523,0.01,174.009,0,11,0.05,4,97,3389828,Sad
Tholivaana Kurisindi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:37,Telugu,2017-08-05,0.84,0.57,0.988,0.973,-9.683,0.055,174.038,0,4,0.077,4,34,61292,Happy
Yeraa Chinnddayera,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:41,Telugu,2017-08-04,0.21,0.42,0.776,0.605,-10.868,0.02,173.92,1,1,0.0448,4,78,11015563,Sad
Emantunnadhi Eegaali,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:32,Telugu,2017-08-04,0.64,0.811,0.558,0.392,-4.515,0.0937,172.022,0,7,0.06,4,57,6127288,Sad
Raara Ithu Raara,S. Janaki,/artist/s-janaki,03:23,Telugu,2017-08-04,0.04,0.424,0.262,0.414,-6.377,0.094,159.985,1,0,0.0993,4,92,4929974,Sad
Pellayyindi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:36,Telugu,2017-08-03,0.95,0.07,0.271,0.94,-10.443,0.048,149.99,1,1,0.072,4,48,11303866,Sad
Pagalaithey Doravera,S. Janaki,/artist/s-janaki,03:28,Telugu,2017-08-03,0.02,0.885,0.376,0.246,-6.677,0.0967,140.06,0,5,0.0651,4,49,3895543,Sad
Pora Kuyya,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:35,Telugu,2017-08-03,0.57,0.23,0.589,0.494,-3.131,0.05,150.028,0,10,0.043,4,48,10734509,Energetic
Madhuram Madhuram Duet,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:29,Telugu,2017-08-03,0.07,0.87,0.292,0.261,-11.242,0.0327,174.02,0,10,0.0407,4,79,8490963,Sad
Bala Tujhyach Sathi - Part - 1,Anuradha Paudwal,/artist/anuradha-paudwal-2,06:00,Telugu,2017-08-02,0.73,0.7,0.902,0.458,-13.302,0.012,175.002,1,1,0.091,4,33,6485964,Sad
Gooti Loki Rama (Sigari),S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,05:47,Telugu,2017-08-01,0.36,0.294,0.311,0.598,-5.824,0.0809,175.031,0,5,0.0901,4,61,8981826,Sad
Film Story and Songs Part 2,Various Artist,/artist/various-artist,27:41:00,Telugu,2017-08-01,0.29,0.64,0.542,0.398,-11.892,0.014,149.94,1,2,0.0208,4,26,10711979,Sad
Pathiye Prathyaksha Deivame,B Vasanta|L R Anjali|S. P. Balasubrahmanyam,/artist/b-vasanta|/artist/l-r-anjali|/artist/s-p-balasubrahamanyam,03:18,Telugu,2017-08-01,0.39,0.978,0.451,0.1,-13.726,0.02,140.389,1,1,0.08,4,64,4894149,Sad
Kajaraho,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:47,Telugu,2017-07-11,0.15,0.15,0.51,0.4,-10.801,0.046,150.092,1,9,0.09,4,29,8605553,Sad
Theesko Cocacola,L.R. Eswari,/artist/lr-eswari-2,04:01,Telugu,2017-07-10,0.87,0.708,0.019,0.739,-11.456,0.065,174.026,0,9,0.079,4,62,1746270,Sad
Chilipi Krishunni Thoti,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,03:06,Telugu,2017-07-10,0.09,0.16,0.922,0.08,-6.862,0.0729,174.013,0,2,0.0866,4,39,3709483,Energetic
Adhi Oka Idhile,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,05:05,Telugu,2017-07-10,0.99,0.04,0.096,0.043,-13.443,0.0556,150.011,0,1,0.0527,4,29,6553447,Happy
Chalakaina Chinnadi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:00,Telugu,2017-07-10,0.48,0.08,0.305,0.929,-10.732,0.04,149.996,0,5,0.08,4,62,8307812,Sad
O Rani,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:29,Telugu,2017-07-09,0.27,0.25,0.078,0.45,-7.233,0.0712,141.988,1,6,0.0349,4,94,7585146,Sad
Chaangure Bangaaru Raja,Jikki,/artist/jikki,05:01,Telugu,2017-07-09,0.94,0.17,0.069,0.004,-5.39,0.048,150.036,0,7,0.03,4,29,2042426,Sad
Janani Janmabhoomischa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:55,Telugu,2017-07-07,0.1,0.36,0.955,0.447,-13.169,0.007,144.99,1,1,0.1,4,90,3265104,Happy
Yevaduraa Annadu,S. P. Balasubrahmanyam|Srinivas|S. Janaki|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/srinivas|/artist/s-janaki|/artist/spsailaja,03:34,Telugu,2017-07-06,0.15,0.688,0.09,0.617,-6.807,0.09,140.064,1,11,0.09,4,53,5394261,Sad
Manchini Marachi,Ghanatasala,/artist/ghanatasala,04:12,Telugu,2017-07-05,0.92,0.12,0.857,0.545,-9.15,0.07,174.102,1,0,0.0865,4,68,11210539,Happy
Chakkanayya,P Suhseela,/artist/p-suhseela,03:34,Telugu,2017-07-05,0.15,0.943,0.908,0.778,-4.374,0.006,139.995,0,0,0.02,4,39,9848416,Sad
Parama Hamsanu Gaanu,V. Ramakrishna,/artist/v-ramakrishna-2,04:05,Telugu,2017-07-05,0.81,0.73,0.401,0.043,-13.359,0.09,174.035,1,1,0.0936,4,93,5662948,Sad
Eesaa Gireesa Mahesa,Ghanatasala,/artist/ghanatasala,03:51,Telugu,2017-07-05,0.19,0.949,0.303,0.366,-9.738,0.05,149.99,1,1,0.017,4,64,8349128,Sad
Bala Kanaka Maya,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:26,Telugu,2017-07-04,0.04,0.51,0.043,0.507,-6.159,0.0264,149.606,1,10,0.01,4,100,2084679,Sad
Aadallu Meeku,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Telugu,2017-07-04,0.1,0.737,0.326,0.152,-3.462,0.032,139.855,1,1,0.0461,4,33,11005919,Sad
Hanuman Chalisa,Kalluri Muralikrishna,/artist/kalluri-muralikrishna,08:11,Telugu,2017-07-04,0.58,0.66,0.584,0.227,-4.867,0.08,174.034,1,11,0.034,4,28,5156162,Sad
Darling Lingu Lituku,Ramesh|Madhavapeddi Satyam|B. Vasantha,/artist/ramesh|/artist/madhavapeddi-satyam|/artist/b-vasantha-1,03:09,Telugu,2017-07-03,0.21,0.02,0.9,0.412,-4.983,0.0602,173.909,0,4,0.045,4,53,765300,Energetic
Mukka Meitha Kokam,P. Susheela,/artist/p-suseela-2,03:50,Telugu,2017-07-01,0.76,0.714,0.521,0.334,-3.011,0.074,149.97,1,8,0.0268,4,86,7531098,Sad
Padina Mudra Cherigpoduro,P. Susheela,/artist/p-suseela-2,04:35,Telugu,2017-06-12,0.71,0.42,0.985,0.716,-11.429,0.05,138.049,1,9,0.1,4,62,1402884,Happy
Sinne Sinne Korikaladaga,S. Janaki,/artist/s-janaki,04:37,Telugu,2017-06-12,0.56,0.309,0.357,0.33,-12.112,0.01,138.025,1,9,0.04,4,84,8968689,Sad
Vinnara Alanaati,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:39,Telugu,2017-06-11,0.18,0.37,0.133,0.373,-10.593,0.003,150.0,1,1,0.0711,4,73,9224317,Sad
Chanduruni Minchu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,05:19,Telugu,2017-06-11,0.49,0.851,0.873,0.071,-6.636,0.042,149.819,1,1,0.04,4,25,7841480,Happy
Hello Madam,Ghanatasala,/artist/ghanatasala,03:35,Telugu,2017-06-10,0.45,0.13,0.98,0.791,-8.581,0.0796,171.92,1,6,0.05,4,89,9298859,Energetic
Sirimallemma,K. S. Chithra,/artist/chitra,04:08,Telugu,2017-06-10,0.03,0.573,0.936,0.29,-4.437,0.0828,173.955,0,6,0.1,4,81,1073892,Happy
Nookalammanu Nenu,L.R. Eswari|S. P. Balasubrahmanyam,/artist/lr-eswari-2|/artist/s-p-balasubrahamanyam,04:15,Telugu,2017-06-09,0.54,0.12,0.408,0.326,-2.306,0.0944,150.012,0,6,0.0061,4,70,9756926,Happy
Sariyaa Maatho,A.P. Komala,/artist/ap-komala,03:18,Telugu,2017-06-09,0.75,0.851,0.121,0.82,-7.522,0.022,175.114,1,6,0.0542,4,55,9476453,Sad
Muddhada Chotundhira,L.R. Eswari,/artist/lr-eswari-2,03:17,Telugu,2017-06-08,0.97,0.348,0.525,0.847,-2.769,0.04,174.005,0,9,0.09,4,88,8747081,Sad
Momuna Bottetti,K J Yesudas|P Suhseela,/artist/k-j-yesudas|/artist/p-suhseela,04:35,Telugu,2017-06-08,0.42,0.54,0.425,0.475,-7.904,0.03,149.997,1,1,0.05,4,25,2328838,Sad
Selayeti Galilona,A P Komala|P Leela,/artist/a-p-komala|/artist/p-leela,05:35,Telugu,2017-06-08,0.39,0.785,0.237,0.85,-12.062,0.01,174.048,1,8,0.08,4,64,4531437,Sad
Mallelu Pooche Challani Ok,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:03,Telugu,2017-06-06,0.73,0.91,0.589,0.482,-8.524,0.0139,136.464,0,10,0.089,4,41,10199767,Sad
Premisthe Tapphantaara,P. Susheela,/artist/p-suseela-2,05:00,Telugu,2017-06-06,0.2,0.53,0.0,0.04,-7.257,0.037,140.062,1,5,0.051,4,66,9941974,Sad
Nannu Bilachithiva,B. Vasantha|Chorus,/artist/b-vasantha-1|/artist/chorus,03:06,Telugu,2017-06-06,0.14,0.52,0.683,0.349,-11.467,0.0415,140.007,1,7,0.0314,4,42,7875358,Sad
Yemanukunnavu,Ghanatasala,/artist/ghanatasala,03:55,Telugu,2017-06-05,0.29,0.301,0.931,0.354,-12.779,0.08,142.031,1,10,0.0517,4,35,378173,Energetic
Lovely Lakumuki,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:28,Telugu,2017-06-04,0.81,0.958,0.86,0.966,-13.375,0.002,140.011,1,7,0.0754,4,61,7404234,Happy
Janma Metthithira,Ghanatasala,/artist/ghanatasala,04:54,Telugu,2017-06-03,0.69,0.036,0.684,0.702,-7.454,0.05,140.03,1,11,0.0032,4,92,7848186,Happy
Vayase Oka Paatam,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:26,Telugu,2017-06-03,0.85,0.233,0.382,0.726,-7.126,0.04,159.797,0,11,0.057,4,74,683348,Sad
Abba Naa Paadu Brathuku,S. Janaki,/artist/s-janaki,03:01,Telugu,2017-06-03,0.87,0.471,0.239,0.641,-4.375,0.0557,174.946,1,1,0.04,4,88,10706026,Sad
Pillanagrovi Pilupu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,06:08,Telugu,2017-06-02,0.65,0.62,0.238,0.144,-8.835,0.03,140.025,1,9,0.091,4,85,1364571,Sad
Hey Krishna,Vani Jairam,/artist/vani-jayaram,04:46,Telugu,2017-06-02,0.34,0.5,0.202,0.437,-9.083,0.057,174.048,0,10,0.04,4,54,3528127,Sad
Yemani Cheppanu,P. Susheela,/artist/p-suseela-2,02:55,Telugu,2017-06-02,0.7,0.949,0.759,0.019,-11.882,0.01,175.048,1,1,0.0296,4,86,9018081,Happy
Muripinche Andale,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,05:26,Telugu,2017-06-02,0.63,0.385,0.21,0.209,-5.482,0.07,150.056,1,1,0.03,4,61,222859,Sad
